"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","SOCSUPPORT","SRY","PC","A","2021",91.4718329906464,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",90.3656721115112,
"ITA","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",90.3656721115112,
"ITA","SOCSUPPORT","OLD","PC","A","2010",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2011",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2012",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2013",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2014",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2015",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2016",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2017",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2018",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2019",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2020",86.8480443954468,
"ITA","SOCSUPPORT","OLD","PC","A","2021",86.8480443954468,
"ITA","SOCSUPPORT","YOUNG","PC","A","2010",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2011",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2012",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2013",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2014",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2015",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2016",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2017",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2018",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2019",92.8082466125488,
"ITA","SOCSUPPORT","YOUNG","PC","A","2021",92.8082466125488,
"JPN","SOCSUPPORT","PRY","PC","A","2010",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2011",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2012",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2013",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2014",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2015",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2016",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2017",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2018",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2019",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2020",86.5618526935577,
"JPN","SOCSUPPORT","PRY","PC","A","2022",86.5618526935577,
"JPN","SOCSUPPORT","TRY","PC","A","2010",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2011",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2012",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2013",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2014",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2015",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2016",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2017",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2018",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2019",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2020",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2021",90.1450991630554,
"JPN","SOCSUPPORT","TRY","PC","A","2022",90.1450991630554,
"JPN","SOCSUPPORT","SRY","PC","A","2010",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2011",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2012",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2013",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2014",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2015",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2016",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2017",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2018",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2019",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2020",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2021",89.8037552833557,
"JPN","SOCSUPPORT","SRY","PC","A","2022",89.8037552833557,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",89.6682500839234,
"JPN","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",89.6682500839234,
"JPN","SOCSUPPORT","OLD","PC","A","2010",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2011",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2012",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2013",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2014",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2015",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2016",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2017",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2018",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2019",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2020",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2021",87.8820955753326,
"JPN","SOCSUPPORT","OLD","PC","A","2022",87.8820955753326,
"JPN","SOCSUPPORT","YOUNG","PC","A","2019",95.8160817623138,
"JPN","SOCSUPPORT","YOUNG","PC","A","2022",95.8160817623138,
"KOR","SOCSUPPORT","PRY","PC","A","2010",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2011",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2013",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2014",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2015",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2016",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2018",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2019",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2020",60.2594792842865,
"KOR","SOCSUPPORT","PRY","PC","A","2021",60.2594792842865,
"KOR","SOCSUPPORT","TRY","PC","A","2010",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2011",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2012",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2013",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2014",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2015",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2016",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2017",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2018",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2019",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2020",84.5385789871216,
"KOR","SOCSUPPORT","TRY","PC","A","2021",84.5385789871216,
"KOR","SOCSUPPORT","SRY","PC","A","2010",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2011",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2012",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2013",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2014",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2015",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2016",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2017",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2018",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2019",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2020",79.6383023262024,
"KOR","SOCSUPPORT","SRY","PC","A","2021",79.6383023262024,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",82.0238530635834,
"KOR","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",82.0238530635834,
"KOR","SOCSUPPORT","OLD","PC","A","2010",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2011",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2012",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2013",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2014",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2015",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2016",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2017",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2018",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2019",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2020",63.7700080871582,
"KOR","SOCSUPPORT","OLD","PC","A","2021",63.7700080871582,
"KOR","SOCSUPPORT","YOUNG","PC","A","2010",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2011",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2012",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2013",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2014",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2015",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2016",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2017",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2018",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2019",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2020",93.1490004062653,
"KOR","SOCSUPPORT","YOUNG","PC","A","2021",93.1490004062653,
"LUX","SOCSUPPORT","PRY","PC","A","2010",90.8113718032837,
"LUX","SOCSUPPORT","PRY","PC","A","2011",90.8113718032837,
"LUX","SOCSUPPORT","PRY","PC","A","2012",90.8113718032837,
"LUX","SOCSUPPORT","PRY","PC","A","2015",90.8113718032837,
"LUX","SOCSUPPORT","PRY","PC","A","2016",90.8113718032837,
"LUX","SOCSUPPORT","TRY","PC","A","2010",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2011",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2012",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2013",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2014",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2015",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2016",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2017",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2018",92.1799600124359,
"LUX","SOCSUPPORT","TRY","PC","A","2019",92.1799600124359,
"LUX","SOCSUPPORT","SRY","PC","A","2010",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2011",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2012",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2013",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2014",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2015",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2016",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2017",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2018",91.9468522071838,
"LUX","SOCSUPPORT","SRY","PC","A","2019",91.9468522071838,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",90.1679575443268,
"LUX","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",90.1679575443268,
"LUX","SOCSUPPORT","OLD","PC","A","2010",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2011",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2012",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2013",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2014",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2015",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2016",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2017",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2018",90.7367706298828,
"LUX","SOCSUPPORT","OLD","PC","A","2019",90.7367706298828,
"LUX","SOCSUPPORT","YOUNG","PC","A","2010",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2011",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2012",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2014",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2015",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2016",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2017",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2018",94.8705494403839,
"LUX","SOCSUPPORT","YOUNG","PC","A","2019",94.8705494403839,
"MEX","SOCSUPPORT","PRY","PC","A","2010",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2011",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2012",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2013",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2014",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2015",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2016",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2017",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2018",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2019",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2020",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2021",74.2832183837891,
"MEX","SOCSUPPORT","PRY","PC","A","2022",74.2832183837891,
"MEX","SOCSUPPORT","TRY","PC","A","2010",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2011",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2012",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2014",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2015",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2016",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2018",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2020",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2021",86.5144968032837,
"MEX","SOCSUPPORT","TRY","PC","A","2022",86.5144968032837,
"MEX","SOCSUPPORT","SRY","PC","A","2010",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2011",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2012",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2013",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2014",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2015",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2016",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2017",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2018",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2019",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2020",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2021",82.5976192951202,
"MEX","SOCSUPPORT","SRY","PC","A","2022",82.5976192951202,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",78.7553250789642,
"MEX","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",78.7553250789642,
"MEX","SOCSUPPORT","OLD","PC","A","2010",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2011",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2012",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2013",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2014",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2015",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2016",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2017",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2018",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2019",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2020",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2021",78.6824703216553,
"MEX","SOCSUPPORT","OLD","PC","A","2022",78.6824703216553,
"MEX","SOCSUPPORT","YOUNG","PC","A","2010",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2011",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2012",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2013",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2014",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2015",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2016",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2017",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2018",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2019",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2020",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2021",83.8205337524414,
"MEX","SOCSUPPORT","YOUNG","PC","A","2022",83.8205337524414,
"NLD","SOCSUPPORT","TRY","PC","A","2010",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2011",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2012",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2013",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2014",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2015",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2016",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2017",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2018",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2019",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2020",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2021",94.7753369808197,
"NLD","SOCSUPPORT","TRY","PC","A","2022",94.7753369808197,
"NLD","SOCSUPPORT","SRY","PC","A","2010",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2011",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2012",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2013",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2014",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2015",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2016",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2017",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2018",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2019",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2020",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2021",92.1916365623474,
"NLD","SOCSUPPORT","SRY","PC","A","2022",92.1916365623474,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2010",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2011",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2012",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2013",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2014",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2015",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2016",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2017",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2018",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2019",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2020",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2021",94.8193252086639,
"NLD","SOCSUPPORT","MIDDLE_AGED","PC","A","2022",94.8193252086639,
"NLD","SOCSUPPORT","OLD","PC","A","2010",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2011",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2012",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2013",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2014",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2015",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2016",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2017",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2018",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2019",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2020",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2021",89.1772925853729,
"NLD","SOCSUPPORT","OLD","PC","A","2022",89.1772925853729,
"NLD","SOCSUPPORT","YOUNG","PC","A","2012",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2013",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2014",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2015",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2016",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2017",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2018",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2019",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2021",96.8696177005768,
"NLD","SOCSUPPORT","YOUNG","PC","A","2022",96.8696177005768,
"NZL","SOCSUPPORT","PRY","PC","A","2010",92.5865054130554,
"NZL","SOCSUPPORT","PRY","PC","A","2011",92.5865054130554,
"NZL","SOCSUPPORT","PRY","PC","A","2012",92.5865054130554,
"NZL","SOCSUPPORT","PRY","PC","A","2014",92.5865054130554,
"NZL","SOCSUPPORT","PRY","PC","A","2015",92.5865054130554,
"NZL","SOCSUPPORT","PRY","PC","A","2017",92.5865054130554,
"NZL","SOCSUPPORT","PRY","PC","A","2018",92.5865054130554,
